id,org:resource,concept:name,time:timestamp,org:role,case:Rfp_id,case:Permit travel permit number,case:Task,case:OrganizationalEntity,case:RequestedAmount,case:Activity,case:Permit TaskNumber,case:Permit BudgetNumber,case:Permit ProjectNumber,case:Project,case:concept:name,case:Permit OrganizationalEntity,case:Permit RequestedBudget,case:Cost Type,case:Permit id,case:Permit ActivityNumber,case:RfpNumber
st_step 21603_0,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-05-31 10:28:00+00:00,SUPERVISOR,request for payment 21590,travel permit number 21586,task 21588,organizational unit 65454,280.9450409422428,activity 505,task 427,budget 2414,project 9331,project 503,request for payment 21590,organizational unit 65460,587.0493392822985,0,travel permit 21585,UNKNOWN,request for payment number 21591
rp_request for payment 21590_15,SYSTEM,Request Payment,2018-06-01 14:17:41+00:00,UNDEFINED,request for payment 21590,travel permit number 21586,task 21588,organizational unit 65454,280.9450409422428,activity 505,task 427,budget 2414,project 9331,project 503,request for payment 21590,organizational unit 65460,587.0493392822985,0,travel permit 21585,UNKNOWN,request for payment number 21591
rp_request for payment 21590_16,SYSTEM,Payment Handled,2018-06-04 17:31:15+00:00,UNDEFINED,request for payment 21590,travel permit number 21586,task 21588,organizational unit 65454,280.9450409422428,activity 505,task 427,budget 2414,project 9331,project 503,request for payment 21590,organizational unit 65460,587.0493392822985,0,travel permit 21585,UNKNOWN,request for payment number 21591
st_step 43497_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-04-11 18:38:33+00:00,EMPLOYEE,request for payment 43493,travel permit number 43492,task 1100,organizational unit 65461,442.94300101441644,activity 505,task 427,budget 456,project 1097,project 503,request for payment 43493,organizational unit 65456,1343.399496497671,0,travel permit 43491,UNKNOWN,request for payment number 43494
st_step 43498_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-04-11 18:38:44+00:00,ADMINISTRATION,request for payment 43493,travel permit number 43492,task 1100,organizational unit 65461,442.94300101441644,activity 505,task 427,budget 456,project 1097,project 503,request for payment 43493,organizational unit 65456,1343.399496497671,0,travel permit 43491,UNKNOWN,request for payment number 43494
st_step 43499_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-04-12 10:07:51+00:00,SUPERVISOR,request for payment 43493,travel permit number 43492,task 1100,organizational unit 65461,442.94300101441644,activity 505,task 427,budget 456,project 1097,project 503,request for payment 43493,organizational unit 65456,1343.399496497671,0,travel permit 43491,UNKNOWN,request for payment number 43494
st_step 43501_0,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-04-25 08:39:57+00:00,EMPLOYEE,request for payment 43493,travel permit number 43492,task 1100,organizational unit 65461,442.94300101441644,activity 505,task 427,budget 456,project 1097,project 503,request for payment 43493,organizational unit 65456,1343.399496497671,0,travel permit 43491,UNKNOWN,request for payment number 43494
st_step 43502_0,STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018-04-25 08:41:37+00:00,ADMINISTRATION,request for payment 43493,travel permit number 43492,task 1100,organizational unit 65461,442.94300101441644,activity 505,task 427,budget 456,project 1097,project 503,request for payment 43493,organizational unit 65456,1343.399496497671,0,travel permit 43491,UNKNOWN,request for payment number 43494
st_step 43500_0,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-25 13:58:45+00:00,SUPERVISOR,request for payment 43493,travel permit number 43492,task 1100,organizational unit 65461,442.94300101441644,activity 505,task 427,budget 456,project 1097,project 503,request for payment 43493,organizational unit 65456,1343.399496497671,0,travel permit 43491,UNKNOWN,request for payment number 43494
rp_request for payment 43493_15,SYSTEM,Request Payment,2018-04-30 20:01:50+00:00,UNDEFINED,request for payment 43493,travel permit number 43492,task 1100,organizational unit 65461,442.94300101441644,activity 505,task 427,budget 456,project 1097,project 503,request for payment 43493,organizational unit 65456,1343.399496497671,0,travel permit 43491,UNKNOWN,request for payment number 43494
rp_request for payment 43493_16,SYSTEM,Payment Handled,2018-05-03 17:31:17+00:00,UNDEFINED,request for payment 43493,travel permit number 43492,task 1100,organizational unit 65461,442.94300101441644,activity 505,task 427,budget 456,project 1097,project 503,request for payment 43493,organizational unit 65456,1343.399496497671,0,travel permit 43491,UNKNOWN,request for payment number 43494
st_step 53880_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-04-16 10:22:50+00:00,EMPLOYEE,request for payment 53876,travel permit number 53875,task 3140,organizational unit 65463,255.09143897862438,activity 505,task 427,budget 3136,project 3137,project 503,request for payment 53876,organizational unit 65455,765.2743169358731,0,travel permit 53874,UNKNOWN,request for payment number 53877
st_step 53882_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-04-16 10:22:52+00:00,ADMINISTRATION,request for payment 53876,travel permit number 53875,task 3140,organizational unit 65463,255.09143897862438,activity 505,task 427,budget 3136,project 3137,project 503,request for payment 53876,organizational unit 65455,765.2743169358731,0,travel permit 53874,UNKNOWN,request for payment number 53877
st_step 53881_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-04-16 11:11:17+00:00,SUPERVISOR,request for payment 53876,travel permit number 53875,task 3140,organizational unit 65463,255.09143897862438,activity 505,task 427,budget 3136,project 3137,project 503,request for payment 53876,organizational unit 65455,765.2743169358731,0,travel permit 53874,UNKNOWN,request for payment number 53877
st_step 53884_0,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-04-18 11:07:26+00:00,EMPLOYEE,request for payment 53876,travel permit number 53875,task 3140,organizational unit 65463,255.09143897862438,activity 505,task 427,budget 3136,project 3137,project 503,request for payment 53876,organizational unit 65455,765.2743169358731,0,travel permit 53874,UNKNOWN,request for payment number 53877
st_step 53885_0,STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018-04-18 11:07:31+00:00,ADMINISTRATION,request for payment 53876,travel permit number 53875,task 3140,organizational unit 65463,255.09143897862438,activity 505,task 427,budget 3136,project 3137,project 503,request for payment 53876,organizational unit 65455,765.2743169358731,0,travel permit 53874,UNKNOWN,request for payment number 53877
st_step 53883_0,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-18 13:07:09+00:00,SUPERVISOR,request for payment 53876,travel permit number 53875,task 3140,organizational unit 65463,255.09143897862438,activity 505,task 427,budget 3136,project 3137,project 503,request for payment 53876,organizational unit 65455,765.2743169358731,0,travel permit 53874,UNKNOWN,request for payment number 53877
rp_request for payment 53876_15,SYSTEM,Request Payment,2018-04-18 17:35:45+00:00,UNDEFINED,request for payment 53876,travel permit number 53875,task 3140,organizational unit 65463,255.09143897862438,activity 505,task 427,budget 3136,project 3137,project 503,request for payment 53876,organizational unit 65455,765.2743169358731,0,travel permit 53874,UNKNOWN,request for payment number 53877
rp_request for payment 53876_16,SYSTEM,Payment Handled,2018-04-23 17:31:12+00:00,UNDEFINED,request for payment 53876,travel permit number 53875,task 3140,organizational unit 65463,255.09143897862438,activity 505,task 427,budget 3136,project 3137,project 503,request for payment 53876,organizational unit 65455,765.2743169358731,0,travel permit 53874,UNKNOWN,request for payment number 53877
st_step 32135_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-04-16 11:49:35+00:00,EMPLOYEE,request for payment 32130,travel permit number 32127,UNKNOWN,organizational unit 65469,764.7366511859054,UNKNOWN,UNKNOWN,budget 864,UNKNOWN,project 503,request for payment 32130,organizational unit 65454,1374.5266606282614,0,travel permit 32126,UNKNOWN,request for payment number 32131
st_step 32136_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-04-16 11:50:22+00:00,ADMINISTRATION,request for payment 32130,travel permit number 32127,UNKNOWN,organizational unit 65469,764.7366511859054,UNKNOWN,UNKNOWN,budget 864,UNKNOWN,project 503,request for payment 32130,organizational unit 65454,1374.5266606282614,0,travel permit 32126,UNKNOWN,request for payment number 32131
st_step 32134_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-04-16 13:11:28+00:00,SUPERVISOR,request for payment 32130,travel permit number 32127,UNKNOWN,organizational unit 65469,764.7366511859054,UNKNOWN,UNKNOWN,budget 864,UNKNOWN,project 503,request for payment 32130,organizational unit 65454,1374.5266606282614,0,travel permit 32126,UNKNOWN,request for payment number 32131
st_step 32140_0,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-04-18 09:41:52+00:00,EMPLOYEE,request for payment 32130,travel permit number 32127,UNKNOWN,organizational unit 65469,764.7366511859054,UNKNOWN,UNKNOWN,budget 864,UNKNOWN,project 503,request for payment 32130,organizational unit 65454,1374.5266606282614,0,travel permit 32126,UNKNOWN,request for payment number 32131
st_step 32142_0,STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018-04-18 09:49:58+00:00,ADMINISTRATION,request for payment 32130,travel permit number 32127,UNKNOWN,organizational unit 65469,764.7366511859054,UNKNOWN,UNKNOWN,budget 864,UNKNOWN,project 503,request for payment 32130,organizational unit 65454,1374.5266606282614,0,travel permit 32126,UNKNOWN,request for payment number 32131
st_step 32141_0,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-18 14:30:30+00:00,SUPERVISOR,request for payment 32130,travel permit number 32127,UNKNOWN,organizational unit 65469,764.7366511859054,UNKNOWN,UNKNOWN,budget 864,UNKNOWN,project 503,request for payment 32130,organizational unit 65454,1374.5266606282614,0,travel permit 32126,UNKNOWN,request for payment number 32131
rp_request for payment 32130_15,SYSTEM,Request Payment,2018-04-19 13:07:42+00:00,UNDEFINED,request for payment 32130,travel permit number 32127,UNKNOWN,organizational unit 65469,764.7366511859054,UNKNOWN,UNKNOWN,budget 864,UNKNOWN,project 503,request for payment 32130,organizational unit 65454,1374.5266606282614,0,travel permit 32126,UNKNOWN,request for payment number 32131
rp_request for payment 32130_16,SYSTEM,Payment Handled,2018-04-23 17:31:12+00:00,UNDEFINED,request for payment 32130,travel permit number 32127,UNKNOWN,organizational unit 65469,764.7366511859054,UNKNOWN,UNKNOWN,budget 864,UNKNOWN,project 503,request for payment 32130,organizational unit 65454,1374.5266606282614,0,travel permit 32126,UNKNOWN,request for payment number 32131
st_step 32135_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-04-16 11:49:35+00:00,EMPLOYEE,request for payment 32128,travel permit number 32127,UNKNOWN,organizational unit 65469,1222.9122047286592,UNKNOWN,UNKNOWN,budget 864,UNKNOWN,project 503,request for payment 32128,organizational unit 65454,1374.5266606282614,0,travel permit 32126,UNKNOWN,request for payment number 32129
st_step 32136_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-04-16 11:50:22+00:00,ADMINISTRATION,request for payment 32128,travel permit number 32127,UNKNOWN,organizational unit 65469,1222.9122047286592,UNKNOWN,UNKNOWN,budget 864,UNKNOWN,project 503,request for payment 32128,organizational unit 65454,1374.5266606282614,0,travel permit 32126,UNKNOWN,request for payment number 32129
st_step 32134_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-04-16 13:11:28+00:00,SUPERVISOR,request for payment 32128,travel permit number 32127,UNKNOWN,organizational unit 65469,1222.9122047286592,UNKNOWN,UNKNOWN,budget 864,UNKNOWN,project 503,request for payment 32128,organizational unit 65454,1374.5266606282614,0,travel permit 32126,UNKNOWN,request for payment number 32129
st_step 32138_0,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-05-08 15:09:00+00:00,EMPLOYEE,request for payment 32128,travel permit number 32127,UNKNOWN,organizational unit 65469,1222.9122047286592,UNKNOWN,UNKNOWN,budget 864,UNKNOWN,project 503,request for payment 32128,organizational unit 65454,1374.5266606282614,0,travel permit 32126,UNKNOWN,request for payment number 32129
st_step 32139_0,STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018-05-08 15:11:02+00:00,ADMINISTRATION,request for payment 32128,travel permit number 32127,UNKNOWN,organizational unit 65469,1222.9122047286592,UNKNOWN,UNKNOWN,budget 864,UNKNOWN,project 503,request for payment 32128,organizational unit 65454,1374.5266606282614,0,travel permit 32126,UNKNOWN,request for payment number 32129
st_step 32137_0,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-05-08 16:20:34+00:00,SUPERVISOR,request for payment 32128,travel permit number 32127,UNKNOWN,organizational unit 65469,1222.9122047286592,UNKNOWN,UNKNOWN,budget 864,UNKNOWN,project 503,request for payment 32128,organizational unit 65454,1374.5266606282614,0,travel permit 32126,UNKNOWN,request for payment number 32129
rp_request for payment 32128_15,SYSTEM,Request Payment,2018-05-09 10:50:57+00:00,UNDEFINED,request for payment 32128,travel permit number 32127,UNKNOWN,organizational unit 65469,1222.9122047286592,UNKNOWN,UNKNOWN,budget 864,UNKNOWN,project 503,request for payment 32128,organizational unit 65454,1374.5266606282614,0,travel permit 32126,UNKNOWN,request for payment number 32129
rp_request for payment 32128_16,SYSTEM,Payment Handled,2018-05-14 17:31:23+00:00,UNDEFINED,request for payment 32128,travel permit number 32127,UNKNOWN,organizational unit 65469,1222.9122047286592,UNKNOWN,UNKNOWN,budget 864,UNKNOWN,project 503,request for payment 32128,organizational unit 65454,1374.5266606282614,0,travel permit 32126,UNKNOWN,request for payment number 32129
st_step 21616_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-04-16 13:40:28+00:00,EMPLOYEE,request for payment 21611,travel permit number 21610,task 6906,organizational unit 65454,633.906311526988,activity 505,task 427,budget 1469,project 6903,project 503,request for payment 21611,organizational unit 65460,2370.2583822313463,0,travel permit 21609,UNKNOWN,request for payment number 21612
st_step 21615_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-04-16 13:40:30+00:00,ADMINISTRATION,request for payment 21611,travel permit number 21610,task 6906,organizational unit 65454,633.906311526988,activity 505,task 427,budget 1469,project 6903,project 503,request for payment 21611,organizational unit 65460,2370.2583822313463,0,travel permit 21609,UNKNOWN,request for payment number 21612
